wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,assistsat15,assists
81,2.1629,14,0.3738,29,106,2.8304,1,3
76,2.0294,11,0.2937,22,86,2.2964,0,2
33,1.1821,7,0.2507,10,60,2.1493,1,4
65,2.3284,8,0.2866,17,92,3.2955,4,12
78,2.0526,19,0.5,19,120,3.1579,0,7
61,1.6053,14,0.3684,24,87,2.2895,0,1
64,1.6509,16,0.4127,21,115,2.9665,4,19
75,1.9347,6,0.1548,22,87,2.2442,5,7
59,1.8573,11,0.3463,18,82,2.5813,2,12
58,1.8258,8,0.2518,16,85,2.6758,0,2
90,1.9258,14,0.2996,32,138,2.9529,3,14
93,1.99,16,0.3424,26,146,3.1241,3,12
77,1.848,8,0.192,25,98,2.352,5,14
12,0.288,4,0.096,12,30,0.72,0,8
62,1.8922,7,0.2136,19,78,2.3805,0,3
10,0.3052,10,0.3052,8,42,1.2818,0,9
63,1.8069,14,0.4015,16,84,2.4092,1,2
97,2.782,23,0.6597,19,155,4.4455,0,10
56,1.573,14,0.3933,20,87,2.4438,0,0
73,2.0506,14,0.3933,22,110,3.0899,0,2
80,1.9277,21,0.506,21,140,3.3735,1,13
97,2.3373,19,0.4578,28,139,3.3494,3,13
72,1.9636,17,0.4636,22,113,3.0818,0,9
64,1.7455,19,0.5182,19,111,3.0273,1,4
59,1.7789,26,0.7839,20,104,3.1357,0,1
62,1.8693,9,0.2714,18,86,2.593,1,10
21,0.5505,9,0.2359,7,56,1.4679,1,7
83,2.1756,11,0.2883,23,110,2.8834,0,0
36,0.7747,9,0.1937,20,55,1.1836,2,8
126,2.7116,25,0.538,29,188,4.0459,0,8
31,1.3071,4,0.1687,10,47,1.9817,1,7
9,0.3795,2,0.0843,4,11,0.4638,1,1
54,1.7657,11,0.3597,17,68,2.2234,0,3
7,0.2289,4,0.1308,8,29,0.9482,2,8
79,1.9442,24,0.5906,23,137,3.3716,1,7
77,1.895,19,0.4676,20,115,2.8302,0,3
127,3.1724,25,0.6245,22,163,4.0716,0,5
80,1.9983,26,0.6495,28,133,3.3222,1,8
56,1.7537,19,0.595,16,107,3.3507,0,13
70,2.1921,14,0.4384,19,100,3.1315,0,1
66,2.1533,11,0.3589,19,85,2.7732,0,9
39,1.2724,14,0.4568,11,95,3.0995,2,4
86,1.9398,15,0.3383,23,134,3.0226,2,10
96,2.1654,19,0.4286,33,128,2.8872,2,13
52,1.856,20,0.7139,18,101,3.605,1,13
46,1.6419,6,0.2142,15,72,2.5699,0,5
42,1.5319,12,0.4377,14,65,2.3708,2,3
63,2.2979,13,0.4742,13,101,3.6839,2,11
53,1.7657,14,0.4664,15,87,2.8984,2,6
45,1.4992,1,0.0333,12,54,1.799,2,7
48,1.4701,7,0.2144,13,80,2.4502,0,8
54,1.6539,8,0.245,15,87,2.6646,2,2
4,0.1354,5,0.1693,4,21,0.7111,2,9
62,2.0993,8,0.2709,14,75,2.5395,2,2
68,1.903,31,0.8675,18,103,2.8825,1,2
10,0.2799,3,0.084,7,23,0.6437,0,7
63,1.8138,18,0.5182,18,107,3.0806,0,6
52,1.4971,10,0.2879,14,70,2.0154,2,8
97,2.1389,26,0.5733,29,136,2.9989,0,5
101,2.2271,32,0.7056,32,161,3.5502,1,12
56,1.6859,9,0.2709,18,81,2.4385,2,2
58,1.7461,21,0.6322,19,119,3.5825,2,9
38,1.4286,17,0.6391,12,63,2.3684,1,14
47,1.7669,12,0.4511,16,73,2.7444,2,4
38,1.5811,11,0.4577,11,65,2.7046,0,0
12,0.4993,2,0.0832,4,18,0.749,2,4
40,1.3881,6,0.2082,14,61,2.1168,2,2
13,0.4511,2,0.0694,5,19,0.6593,3,12
57,1.7195,8,0.2413,19,75,2.2624,4,11
9,0.2715,1,0.0302,10,15,0.4525,2,8
56,1.6944,27,0.8169,17,121,3.6611,0,1
65,1.9667,10,0.3026,19,88,2.6626,0,2
38,1.434,14,0.5283,15,65,2.4528,2,2
32,1.2075,3,0.1132,7,51,1.9245,0,14
48,1.7465,13,0.473,19,71,2.5834,3,3
65,2.3651,16,0.5822,15,94,3.4203,1,11
66,2.0897,19,0.6016,20,97,3.0712,3,7
88,2.7863,36,1.1398,16,168,5.3193,1,2
88,2.7687,16,0.5034,22,130,4.0902,1,8
57,1.7934,16,0.5034,22,94,2.9575,4,12
83,2.2094,23,0.6122,25,130,3.4605,0,11
89,2.3691,27,0.7187,28,141,3.7533,0,7
17,0.4306,10,0.2533,17,35,0.8864,0,7
78,1.9755,10,0.2533,21,101,2.558,0,9
40,1.4467,6,0.217,13,49,1.7722,0,0
39,1.4105,14,0.5063,11,84,3.038,2,15
8,0.2646,4,0.1323,4,20,0.6615,2,8
50,1.6538,11,0.3638,14,79,2.613,2,6
71,2.0247,30,0.8555,22,118,3.365,0,5
93,2.6521,11,0.3137,22,124,3.5361,0,5
61,1.7412,14,0.3996,19,91,2.5975,3,13
64,1.8268,10,0.2854,18,90,2.569,2,6
70,2.1773,12,0.3733,24,95,2.9549,1,2
61,1.8974,31,0.9642,19,116,3.6081,4,11
42,1.5489,7,0.2581,14,64,2.3602,3,8
9,0.3319,4,0.1475,9,23,0.8482,5,8
69,1.6593,10,0.2405,22,106,2.5491,0,3
65,1.5631,18,0.4329,20,114,2.7415,1,11
50,1.5839,15,0.4752,15,73,2.3126,5,6
54,1.7107,9,0.2851,16,85,2.6927,4,13
63,2.2567,4,0.1433,15,86,3.0806,1,6
12,0.4299,4,0.1433,7,27,0.9672,3,6
57,1.823,15,0.4797,20,87,2.7825,1,2
20,0.6397,3,0.0959,8,33,1.0554,2,8
82,2.1107,10,0.2574,22,116,2.9858,1,4
28,0.7207,12,0.3089,12,58,1.4929,0,12
74,1.7824,16,0.3854,20,124,2.9868,0,12
76,1.8306,6,0.1445,22,98,2.3605,0,4
51,1.5439,5,0.1514,16,72,2.1796,1,8
62,1.8769,15,0.4541,19,100,3.0272,0,4
56,1.8919,8,0.2703,18,85,2.8716,1,2
53,1.7905,4,0.1351,16,72,2.4324,1,9
53,1.5543,13,0.3812,16,88,2.5806,3,9
59,1.7302,10,0.2933,17,65,1.9062,0,4
17,0.6119,1,0.036,14,19,0.6839,2,4
64,2.3035,8,0.2879,17,84,3.0234,2,11
70,2.4793,13,0.4604,13,100,3.5419,0,4
48,1.7001,11,0.3896,17,73,2.5856,0,8
60,1.61,3,0.0805,17,79,2.1199,2,16
71,1.9052,13,0.3488,20,103,2.7639,3,7
17,0.4359,6,0.1538,10,38,0.9744,0,11
63,1.6154,10,0.2564,18,111,2.8462,3,7
20,0.6685,2,0.0669,10,31,1.0362,1,8
45,1.5042,14,0.468,20,81,2.7075,1,2
65,1.9737,12,0.3644,23,81,2.4595,3,14
51,1.5486,11,0.334,16,97,2.9453,1,1
38,1.4569,8,0.3067,9,68,2.607,1,5
38,1.4569,13,0.4984,13,76,2.9137,1,11
59,1.9777,12,0.4022,13,95,3.1844,3,9
57,1.9106,19,0.6369,12,92,3.0838,1,2
63,1.9657,15,0.468,14,94,2.9329,1,8
55,1.7161,27,0.8424,16,103,3.2137,1,2
50,1.6155,8,0.2585,15,82,2.6494,1,7
49,1.5832,4,0.1292,11,70,2.2617,1,2
36,1.3585,2,0.0755,10,58,2.1887,0,14
36,1.3585,16,0.6038,11,70,2.6415,0,4
79,2.5456,12,0.3867,15,112,3.609,1,9
14,0.4511,2,0.0644,10,24,0.7734,2,2
48,1.5991,6,0.1999,14,57,1.8989,0,0
42,1.3992,12,0.3998,15,80,2.6652,3,14
24,0.6841,5,0.1425,16,26,0.7411,0,9
119,3.3919,18,0.5131,16,141,4.019,0,2
76,2.485,17,0.5559,13,114,3.7275,2,20
89,2.9101,40,1.3079,17,157,5.1335,2,6
78,1.9831,18,0.4576,24,122,3.1017,2,7
66,1.678,15,0.3814,11,103,2.6186,0,11
58,1.9089,10,0.3291,10,87,2.8634,3,9
46,1.514,13,0.4279,15,75,2.4685,1,1
115,2.4399,32,0.6789,19,150,3.1825,0,6
74,1.57,21,0.4455,23,117,2.4823,2,7
39,1.2361,5,0.1585,15,60,1.9017,1,5
46,1.458,7,0.2219,15,80,2.5357,3,15
95,2.3525,13,0.3219,21,138,3.4173,2,12
14,0.3467,7,0.1733,10,29,0.7181,1,3
71,1.9879,18,0.504,21,96,2.6878,2,6
84,2.3518,17,0.476,19,141,3.9477,3,10
43,1.3789,10,0.3207,16,80,2.5655,1,13
63,2.0203,8,0.2565,14,92,2.9503,0,11
47,1.8863,12,0.4816,14,75,3.01,3,12
52,2.087,11,0.4415,13,69,2.7692,0,2
49,1.77,6,0.2167,13,69,2.4925,2,3
50,1.8061,13,0.4696,19,83,2.9982,5,12
40,1.318,7,0.2306,12,82,2.7018,2,7
42,1.3839,10,0.3295,13,66,2.1746,0,1
98,3.2308,25,0.8242,22,137,4.5165,1,3
47,1.5495,19,0.6264,18,81,2.6703,1,3
11,0.3468,6,0.1892,9,27,0.8513,1,2
56,1.7656,3,0.0946,17,64,2.0179,1,8
36,1.2308,5,0.1709,14,56,1.9145,3,6
48,1.641,5,0.1709,12,71,2.4274,3,6
38,1.4767,6,0.2332,9,55,2.1373,2,10
38,1.4767,4,0.1554,12,55,2.1373,1,2
18,0.543,1,0.0302,7,37,1.1161,2,8
57,1.7195,8,0.2413,14,84,2.5339,1,6
71,1.9311,5,0.136,20,95,2.5839,0,5
62,1.6863,20,0.544,23,117,3.1822,2,13
70,2.3675,8,0.2706,13,77,2.6043,1,7
51,1.7249,15,0.5073,17,105,3.5513,3,12
65,1.5403,7,0.1659,23,95,2.2512,3,10
34,0.8057,6,0.1422,19,66,1.564,2,10
50,1.7878,6,0.2145,10,62,2.2169,4,6
48,1.7163,6,0.2145,14,71,2.5387,4,12
69,1.5664,13,0.2951,10,110,2.4972,0,10
103,2.3383,17,0.3859,26,162,3.6776,1,8
43,1.4413,16,0.5363,18,52,1.743,2,3
54,1.8101,12,0.4022,12,95,3.1844,2,11
57,1.9487,11,0.3761,14,80,2.735,1,10
54,1.8462,7,0.2393,16,78,2.6667,1,4
35,1.4768,5,0.211,13,53,2.2363,4,9
12,0.5063,1,0.0422,4,19,0.8017,5,14
66,2.0194,6,0.1836,17,84,2.5701,1,6
53,1.6216,11,0.3366,15,79,2.4171,1,9
109,2.966,43,1.1701,15,197,5.3605,2,8
107,2.9116,35,0.9524,24,154,4.1905,3,6
53,1.7406,12,0.3941,15,78,2.5616,2,8
53,1.7406,12,0.3941,18,88,2.89,1,1
32,1.634,1,0.0511,10,40,2.0426,4,11
24,1.2255,2,0.1021,9,36,1.8383,0,0
50,1.7523,3,0.1051,17,66,2.3131,2,8
44,1.5421,8,0.2804,9,71,2.4883,1,11
86,2.1053,15,0.3672,15,112,2.7417,0,5
64,1.5667,24,0.5875,25,106,2.5949,0,6
134,3.0158,27,0.6077,14,197,4.4336,0,12
18,0.4051,13,0.2926,11,46,1.0353,0,5
45,1.5771,3,0.1051,14,52,1.8224,2,7
70,2.4533,16,0.5607,12,116,4.0654,1,9
55,1.6161,10,0.2938,19,86,2.5269,2,8
16,0.4701,1,0.0294,6,32,0.9403,0,0
17,0.6331,1,0.0372,9,19,0.7076,1,2
50,1.8622,11,0.4097,19,81,3.0168,1,4
99,2.8891,23,0.6712,18,150,4.3774,2,10
57,1.6634,11,0.321,17,80,2.3346,1,6
22,0.6933,6,0.1891,14,32,1.0084,0,3
49,1.5441,6,0.1891,13,70,2.2059,0,11
47,1.6041,10,0.3413,14,78,2.6621,3,11
58,1.9795,13,0.4437,15,77,2.628,3,5
47,1.7973,5,0.1912,14,64,2.4474,0,1
38,1.4532,14,0.5354,12,79,3.021,4,12
95,2.2574,15,0.3564,15,136,3.2317,1,10
77,1.8297,18,0.4277,27,105,2.495,0,2
62,1.9245,12,0.3725,20,92,2.8557,0,5
43,1.3347,5,0.1552,9,66,2.0486,4,17
6,0.2226,3,0.1113,6,16,0.5937,0,1
41,1.5213,3,0.1113,12,63,2.3377,0,8
57,1.7739,19,0.5913,16,106,3.2988,9,10
90,2.8008,21,0.6535,21,133,4.139,2,11
45,1.5059,5,0.1673,15,62,2.0747,0,9
49,1.6397,12,0.4016,18,88,2.9448,1,1
45,1.5544,11,0.38,17,82,2.8325,0,1
45,1.5544,5,0.1727,14,68,2.3489,4,13
34,1.2944,4,0.1523,11,65,2.4746,1,6
40,1.5228,6,0.2284,16,49,1.8655,1,2
23,0.9986,2,0.0868,7,31,1.3459,0,3
32,1.3893,3,0.1302,10,55,2.3878,3,17
62,1.9305,21,0.6539,18,112,3.4873,4,8
48,1.4946,23,0.7161,21,94,2.9268,1,1
10,0.3088,8,0.247,8,28,0.8646,1,9
59,1.8219,9,0.2779,20,79,2.4395,3,6
79,1.8661,20,0.4724,25,131,3.0945,1,9
78,1.8425,20,0.4724,27,107,2.5276,0,17
37,1.2465,11,0.3706,14,71,2.3919,0,1
53,1.7855,6,0.2021,17,77,2.594,0,8
76,2.0458,8,0.2153,28,100,2.6918,1,4
71,1.9112,7,0.1884,20,104,2.7995,3,5
60,1.9438,12,0.3888,19,90,2.9158,0,2
49,1.5875,9,0.2916,17,74,2.3974,1,11
78,2.4062,14,0.4319,12,124,3.8252,4,11
46,1.419,14,0.4319,15,87,2.6838,5,9
112,2.7965,20,0.4994,28,165,4.1199,1,6
82,2.0474,17,0.4245,29,107,2.6717,2,8
38,1.2452,12,0.3932,14,63,2.0644,0,4
60,1.9661,16,0.5243,7,97,3.1786,0,8
48,1.4436,12,0.3609,16,83,2.4962,0,4
69,2.0752,10,0.3008,10,102,3.0677,3,8
62,1.5857,2,0.0512,21,87,2.2251,2,11
57,1.4578,6,0.1535,21,96,2.4552,2,11
48,1.5695,4,0.1308,13,73,2.3869,2,10
44,1.4387,7,0.2289,15,76,2.485,3,8
31,1.1531,24,0.8927,10,85,3.1618,0,8
40,1.4879,1,0.0372,12,49,1.8227,2,5
65,2.4482,14,0.5273,12,100,3.7665,1,7
39,1.4689,13,0.4896,13,59,2.2222,0,0
53,1.6772,9,0.2848,20,83,2.6266,6,16
72,2.2785,7,0.2215,28,77,2.4367,5,10
54,1.6564,15,0.4601,15,96,2.9448,2,9
55,1.6871,8,0.2454,18,76,2.3313,2,3
60,1.7857,12,0.3571,19,92,2.7381,1,6
64,1.9048,26,0.7738,19,111,3.3036,3,8
73,1.9312,25,0.6614,24,136,3.5979,1,6
73,1.9312,10,0.2646,24,100,2.6455,3,10
74,2.3246,15,0.4712,13,115,3.6126,3,18
52,1.6335,7,0.2199,17,75,2.356,2,2
48,1.3708,7,0.1999,15,87,2.4845,0,15
50,1.4279,8,0.2285,14,75,2.1418,1,6
95,2.8246,20,0.5946,15,143,4.2517,1,11
62,1.8434,15,0.446,20,88,2.6165,1,2
74,2.3356,13,0.4103,17,103,3.2509,1,7
63,1.9884,14,0.4419,21,82,2.5881,1,12
89,1.7589,2,0.0395,27,108,2.1344,2,7
23,0.4545,9,0.1779,22,53,1.0474,1,5
40,1.3319,7,0.2331,19,58,1.9312,0,0
40,1.3319,6,0.1998,10,70,2.3307,3,13
57,1.9861,7,0.2439,15,86,2.9965,0,4
45,1.5679,7,0.2439,17,70,2.439,1,8
54,1.7753,2,0.0658,16,63,2.0712,1,12
55,1.8082,12,0.3945,16,84,2.7616,2,3
53,1.5837,2,0.0598,13,76,2.2709,2,13
69,2.0618,5,0.1494,20,85,2.5398,1,5
46,1.4301,2,0.0622,13,64,1.9896,0,11
41,1.2746,8,0.2487,12,70,2.1762,1,4
80,2.0168,8,0.2017,19,115,2.8992,1,7
57,1.437,9,0.2269,15,95,2.395,0,3
26,1.1703,1,0.045,8,39,1.7554,6,14
27,1.2153,6,0.2701,8,39,1.7554,1,1
45,1.4226,3,0.0948,18,53,1.6754,0,0
45,1.4226,1,0.0316,12,64,2.0232,3,11
53,1.6667,5,0.1572,17,71,2.2327,0,6
47,1.478,8,0.2516,14,78,2.4528,0,13
61,2.0165,14,0.4628,21,95,3.1405,2,6
51,1.686,25,0.8264,19,112,3.7025,3,9
36,1.2842,4,0.1427,13,58,2.069,5,14
40,1.4269,9,0.321,13,58,2.069,0,2
108,3.0784,13,0.3705,20,148,4.2185,0,12
62,1.7672,24,0.6841,15,94,2.6793,0,1
50,1.662,8,0.2659,14,66,2.1939,3,5
40,1.3296,6,0.1994,15,72,2.3934,6,18
54,1.7262,10,0.3197,18,89,2.845,1,7
60,1.918,12,0.3836,18,91,2.9089,0,4
89,2,23,0.5169,31,152,3.4157,2,9
88,1.9775,15,0.3371,25,135,3.0337,3,11
68,1.911,20,0.5621,23,103,2.8946,0,3
58,1.63,18,0.5059,19,113,3.1756,2,9
111,2.3897,12,0.2583,23,146,3.1432,5,16
87,1.873,10,0.2153,25,111,2.3897,1,9
100,2.1583,10,0.2158,27,121,2.6115,3,7
97,2.0935,14,0.3022,23,134,2.8921,2,10
87,2.3016,13,0.3439,19,130,3.4392,2,9
66,1.746,17,0.4497,22,114,3.0159,1,12
78,2.0517,31,0.8154,21,139,3.6563,1,8
80,2.1043,17,0.4472,23,118,3.1039,0,5
36,1.3628,13,0.4921,11,82,3.1041,4,15
41,1.5521,7,0.265,12,67,2.5363,5,5
61,1.6984,11,0.3063,21,68,1.8933,2,5
70,1.949,11,0.3063,14,98,2.7285,0,6
44,1.7671,4,0.1606,9,53,2.1285,1,3
28,1.1245,7,0.2811,11,54,2.1687,1,14
72,1.7136,12,0.2856,25,92,2.1896,0,13
36,0.8568,11,0.2618,21,72,1.7136,0,5
50,1.5865,5,0.1586,15,75,2.3797,1,8
43,1.3644,6,0.1904,12,58,1.8403,0,0
82,2.023,10,0.2467,17,93,2.2944,1,5
113,2.7878,24,0.5921,20,152,3.75,0,12
47,1.504,10,0.32,18,82,2.624,1,3
55,1.76,21,0.672,13,112,3.584,1,6
50,1.5983,13,0.4156,16,76,2.4294,1,1
65,2.0778,23,0.7352,15,121,3.8679,2,4
46,1.5359,14,0.4674,17,87,2.9048,1,10
41,1.3689,7,0.2337,14,61,2.0367,1,2
55,1.8043,8,0.2624,17,75,2.4604,0,4
53,1.7387,14,0.4593,16,110,3.6085,0,17
36,1.3811,4,0.1535,12,52,1.9949,1,5
37,1.4194,8,0.3069,12,61,2.3402,3,12
37,1.5195,10,0.4107,14,60,2.4641,0,0
40,1.6427,4,0.1643,14,61,2.5051,2,10
53,1.6233,23,0.7044,12,104,3.1853,1,6
72,2.2052,17,0.5207,20,101,3.0934,1,4
61,1.9345,14,0.444,18,103,3.2664,2,8
58,1.8393,16,0.5074,16,98,3.1078,1,1
87,2.6606,25,0.7645,14,134,4.0979,4,15
63,1.9266,28,0.8563,18,105,3.211,2,7
63,1.9444,17,0.5247,20,98,3.0247,0,5
52,1.6049,7,0.216,16,78,2.4074,0,1
38,1.3571,2,0.0714,12,63,2.25,0,1
40,1.4286,4,0.1429,13,64,2.2857,1,19
61,1.6088,16,0.422,17,113,2.9802,3,21
65,1.7143,16,0.422,22,102,2.6901,3,13
70,1.6304,16,0.3727,20,105,2.4457,3,9
84,1.9565,20,0.4658,27,149,3.4705,0,3
36,1.2827,3,0.1069,11,64,2.2803,0,9
29,1.0333,2,0.0713,8,49,1.7458,2,6
38,1.3768,8,0.2899,13,45,1.6304,0,2
45,1.6304,17,0.6159,11,91,3.2971,0,5
57,1.4256,11,0.2751,19,95,2.376,8,23
70,1.7507,12,0.3001,22,105,2.6261,1,18
71,1.7757,17,0.4252,21,117,2.9262,2,12
83,2.0759,13,0.3251,16,107,2.6761,0,4
67,1.8215,14,0.3806,18,90,2.4468,0,11
70,1.903,22,0.5981,22,118,3.208,1,6
55,1.7819,11,0.3564,14,83,2.689,2,7
59,1.9114,11,0.3564,19,85,2.7538,0,1
50,1.4231,8,0.2277,16,77,2.1917,1,3
65,1.8501,16,0.4554,13,106,3.0171,2,12
52,1.7647,11,0.3733,13,84,2.8507,1,3
48,1.629,13,0.4412,16,80,2.7149,1,15
79,2.5747,16,0.5215,14,122,3.9761,4,10
51,1.6621,16,0.5215,14,85,2.7702,1,4
68,1.8045,18,0.4777,22,114,3.0252,0,9
85,2.2556,12,0.3184,18,129,3.4233,1,12
56,1.9277,14,0.4819,17,97,3.3391,3,6
56,1.9277,9,0.3098,15,77,2.6506,2,12
54,1.5859,15,0.4405,14,101,2.9662,1,12
58,1.7034,12,0.3524,16,80,2.3495,0,0
55,1.5789,15,0.4306,17,87,2.4976,3,16
91,2.6124,12,0.3445,20,127,3.6459,4,11
68,1.9101,17,0.4775,24,111,3.118,0,2
64,1.7978,19,0.5337,17,105,2.9494,0,16
68,1.8613,10,0.2737,21,95,2.6004,2,3
61,1.6697,18,0.4927,18,107,2.9288,0,11
57,1.6773,9,0.2648,17,83,2.4424,2,4
58,1.7067,12,0.3531,18,91,2.6778,0,4
58,1.7067,18,0.5297,17,93,2.7366,1,6
61,1.795,12,0.3531,17,85,2.5012,0,12
55,1.8033,8,0.2623,18,93,3.0492,4,15
56,1.8361,9,0.2951,20,75,2.459,2,5
35,1.4716,5,0.2102,15,50,2.1023,2,3
28,1.1773,4,0.1682,8,53,2.2285,3,16
70,1.6807,6,0.1441,20,87,2.0888,0,3
68,1.6327,8,0.1921,20,111,2.6651,0,13
75,1.8375,21,0.5145,28,118,2.891,2,10
80,1.96,16,0.392,26,99,2.4255,2,13
32,1.3214,7,0.2891,14,47,1.9408,2,2
57,2.3538,8,0.3304,11,86,3.5513,5,10
29,1.1877,5,0.2048,11,44,1.802,0,0
49,2.0068,10,0.4096,8,81,3.3174,0,12
46,1.4053,18,0.5499,18,92,2.8106,3,11
46,1.4053,13,0.3971,13,84,2.5662,1,2
42,1.3139,8,0.2503,15,70,2.1898,0,4
42,1.3139,16,0.5005,13,90,2.8154,7,16
43,1.4862,12,0.4147,14,85,2.9378,0,1
40,1.3825,7,0.2419,12,69,2.3848,2,22
44,1.6541,14,0.5263,15,66,2.4812,0,2
45,1.6917,12,0.4511,14,80,3.0075,0,21
59,1.5486,6,0.1575,15,93,2.4409,0,12
62,1.6273,10,0.2625,18,87,2.2835,2,10
49,1.6984,12,0.4159,11,77,2.669,3,19
47,1.6291,4,0.1386,16,60,2.0797,0,2
54,1.4536,16,0.4307,14,101,2.7187,2,17
76,2.0458,12,0.323,16,96,2.5841,0,6
52,1.6552,17,0.5411,15,100,3.183,2,9
49,1.5597,3,0.0955,15,71,2.2599,1,3
55,1.7609,5,0.1601,23,79,2.5293,1,5
46,1.4728,6,0.1921,13,80,2.5614,1,12
54,1.665,21,0.6475,14,108,3.3299,3,13
48,1.48,6,0.185,15,74,2.2816,0,2
46,1.401,4,0.1218,15,71,2.1624,3,16
60,1.8274,9,0.2741,19,83,2.5279,2,12
49,1.597,11,0.3585,14,76,2.4769,1,4
41,1.3362,5,0.163,12,64,2.0858,2,14
54,1.6447,10,0.3046,15,78,2.3756,1,10
54,1.6447,24,0.731,18,115,3.5025,0,1
34,1.3868,8,0.3263,14,63,2.5697,2,2
38,1.55,10,0.4079,12,56,2.2842,4,13
44,1.441,3,0.0983,14,70,2.2926,5,16
52,1.7031,6,0.1965,11,77,2.5218,1,5
60,1.877,19,0.5944,23,100,3.1283,0,6
50,1.5641,4,0.1251,13,78,2.44,2,6
63,1.7915,18,0.5118,20,101,2.872,3,13
63,1.7915,11,0.3128,22,98,2.7867,2,6
95,1.8543,6,0.1171,32,118,2.3032,2,9
130,2.5374,31,0.6051,30,194,3.7866,1,13
98,2.2862,19,0.4432,20,148,3.4526,0,9
79,1.8429,15,0.3499,20,109,2.5428,1,3
81,2.0225,6,0.1498,14,115,2.8714,0,8
59,1.4732,17,0.4245,22,110,2.7466,4,16
62,2.0195,16,0.5212,8,105,3.4202,3,11
40,1.3029,6,0.1954,9,61,1.987,1,3
59,1.4616,0,0,17,77,1.9075,6,13
65,1.6102,10,0.2477,14,109,2.7002,1,8
96,2.2893,8,0.1908,21,130,3.1002,3,13
68,1.6216,0,0,18,90,2.1463,0,7
33,1.1472,5,0.1738,8,62,2.1553,10,15
46,1.5991,12,0.4171,15,76,2.6419,5,11
73,1.9936,17,0.4643,29,113,3.086,1,2
77,2.1029,17,0.4643,27,121,3.3045,1,13
55,1.7423,18,0.5702,18,84,2.661,2,15
57,1.8057,11,0.3485,18,90,2.8511,1,13
25,1.1062,3,0.1327,5,54,2.3894,2,14
35,1.5487,8,0.354,13,52,2.3009,0,2
39,1.5559,3,0.1197,8,58,2.3138,1,14
55,2.1941,15,0.5984,13,99,3.9495,1,5
36,1.4081,11,0.4302,12,68,2.6597,4,6
39,1.5254,6,0.2347,11,47,1.8383,5,9
71,1.8546,16,0.4179,19,119,3.1084,0,12
70,1.8285,11,0.2873,21,102,2.6643,1,6
59,1.7979,10,0.3047,18,90,2.7425,0,0
50,1.5236,5,0.1524,13,74,2.255,4,12
64,1.493,5,0.1166,18,74,1.7263,0,10
133,3.1026,49,1.1431,20,212,4.9456,0,1
65,1.7001,9,0.2354,25,96,2.5109,2,4
68,1.7786,10,0.2616,20,108,2.8248,0,14
36,1.374,3,0.1145,14,48,1.8321,0,1
39,1.4885,5,0.1908,12,58,2.2137,3,11
49,1.4217,4,0.1161,13,78,2.2631,0,10
52,1.5087,6,0.1741,16,82,2.3791,0,1
51,1.6925,4,0.1327,14,74,2.4558,3,17
30,0.9956,7,0.2323,10,67,2.2235,0,3
61,1.6859,5,0.1382,18,92,2.5426,1,14
40,1.1055,17,0.4698,15,102,2.819,0,2
71,1.9704,16,0.444,23,116,3.2192,2,17
66,1.8316,8,0.222,19,110,3.0527,3,11
44,1.3615,10,0.3094,14,72,2.228,0,19
52,1.6091,9,0.2785,13,92,2.8468,0,3
